track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
It's OK To Be Black,Jac Ross,43,5UCeo0c4vQIrKe3JZaxVlY,It's OK To Be Black,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.565,0.786,2,-3.485,0,0.252,0.26,4.16e-06,0.366,0.516,160.02,161200.0,0
SkindeepSkyhighHeartwide,Lawrence Rothman,45,0nPJxB1xuxibk0rCKLd943,SkindeepSkyhighHeartwide,2020-01-08,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.545,0.635,5,-6.57,1,0.0354,0.019,6.97e-05,0.0995,0.349,117.038,246593.0,2
flowerbeds,Sfven,42,6YHOtWKZfOVVoT5vCCMtlb,flowerbeds,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.795,0.83,6,-5.491,1,0.0343,0.13,5.34e-05,0.0806,0.824,119.98,172293.0,1
Build Me Up Buttercup,Keni,44,06eMVP0ysZ6BaWiqvgOLNp,Build Me Up Buttercup,2019-12-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.421,0.157,0,-10.413,1,0.0362,0.448,0.0,0.149,0.217,92.153,156957.0,2
Uncut Larry Smith,Larry Smith,40,07SDDBhVvyEQV2VLMXx2I5,Uncut Larry Smith,2020-01-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.553,0.578,11,-7.745,0,0.304,0.0363,0.0,0.4,0.417,85.951,137561.0,0
Home,Fortuno,43,5b1nfOniJV50mPyaAGy0QA,Home,2019-10-25,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.494,0.216,6,-11.701,1,0.0342,0.816,0.00103,0.102,0.254,121.03,206440.0,2
All Over Me,Cards,43,0YgqEIwHyAS6IBqjmVOaC3,All Over Me,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.71,0.596,1,-7.454,0,0.0328,0.126,0.126,0.138,0.593,145.91,200331.0,0
Odeia,I See Colors,43,5o4TwHLNfd0GaRH3T76v4r,ZzZz,2019-12-19,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.743,0.63,7,-5.665,1,0.0529,0.0187,0.818,0.14,0.159,139.986,142286.0,3
Against Us,Telehope,37,5Po3XGL3xi8gSD3pCCkVC0,Against Us,2020-01-03,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.652,0.456,11,-12.988,1,0.0354,0.562,9.38e-05,0.12,0.124,132.056,212727.0,2
My Darling Heart,J.Pappas,40,7peu7bWjfcTCAlTIrwCV6p,My Darling Heart,2019-11-08,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.786,0.288,4,-16.449,1,0.104,0.587,0.0,0.524,0.392,102.635,196683.0,1
Daydreaming,Fletcher Reed,41,6lCgvPmtHCFn9Y69Qg72LF,Daydreaming,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.686,0.66,11,-8.458,1,0.0322,0.405,0.0892,0.108,0.322,96.975,173646.0,2
Cold,Tempi,38,2uJVoDPUFXr57HIA1md1e3,Cold,2019-12-14,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.633,0.212,3,-12.092,1,0.0327,0.825,0.0264,0.106,0.0454,110.066,277091.0,2
To Comprehend,Marrakesh,45,56bvEsjbul1BnvXXuZPcON,To Comprehend,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.492,0.656,3,-8.495,0,0.0373,0.204,0.0928,0.114,0.487,141.997,181348.0,2
Tomorrow,Dawson Hollow,38,1pyi6KcKIRqu1qBmHrj3Mj,Double Single,2020-01-14,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.701,0.83,0,-4.843,1,0.0329,0.107,0.000191,0.652,0.881,122.01,187906.0,1
Happy,Noa Jamir,40,35NiyL5xfWmaZGktRjhNwn,Happy,2019-11-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.399,0.482,9,-7.74,0,0.278,0.423,0.0,0.192,0.068,79.503,219116.0,2
Missing Piece,Honey Butter,38,7dW9lsoQEbXLATvNtdBVq1,Honey Butter,2019-12-02,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.608,0.623,9,-7.84,1,0.146,0.0851,0.0,0.0888,0.671,91.689,229499.0,1
Well Known,Atlas in Motion,40,04rjWkzXrFmD1kMVzAnWGq,Well Known,2020-01-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.585,0.29,7,-14.767,1,0.143,0.556,1.17e-05,0.308,0.305,158.021,224153.0,2
Clockwatch,AmirSaysNothing,38,7kHHyH1yJumNU7rvzosOT1,Clockwatch,2020-01-03,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.792,0.798,1,-5.146,1,0.0544,0.0486,0.000166,0.0815,0.722,129.979,168920.0,1
Closer Than This,KAYE,40,7mGfhJ5VciWG31qbGTPoZW,Closer Than This,2019-12-16,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.713,0.275,5,-10.296,0,0.0312,0.0414,8.61e-05,0.193,0.511,94.964,216117.0,0
Understand (How Bout No) [The DM Song],Freak Daddy,38,4fhrDuaf7dvSc6mDB76o23,Understand (How Bout No) [The DM Song],2019-12-25,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.732,0.947,5,-3.334,0,0.141,0.187,0.000612,0.105,0.572,100.014,254975.0,0
White Adidas,DLG.,33,1xlAgjS0OaiP6SSrGjLNJK,White Adidas,2019-12-25,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.666,0.445,9,-6.66,0,0.0367,0.149,1.51e-06,0.0939,0.293,115.992,192423.0,0
Miss Me,Cadence Floria,40,6GqHJ7bnqGCDbaeRElXMpa,Miss Me,2019-12-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.63,0.37,1,-16.921,0,0.0642,0.721,0.722,0.203,0.158,130.045,212481.0,3
When It Rains,Mr. Popular,33,5xJWYqLL7uK6BODgAfaLsa,When It Rains,2019-12-26,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.326,0.396,4,-8.936,1,0.0324,0.862,8.99e-05,0.109,0.0614,86.943,157500.0,2
Adore You,Taura,38,4AFDxZx5TwZvV6znh7sn0B,Adore You,2019-11-15,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.703,0.687,8,-8.334,1,0.12,0.265,1.15e-06,0.306,0.557,139.786,209490.0,1
Thinkin Bout You / Too Good,IOLITE,32,5R07VrpjFSU0PSlJTVkWH4,Thinkin Bout You / Too Good,2020-01-03,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.544,0.679,7,-8.695,1,0.0791,0.229,0.000169,0.508,0.416,118.907,231599.0,2
I Can't Keep Waiting,Jackson Powell,41,1BefTpq4guAbwlZvCrl9hf,Jackson Powell.,2019-12-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.731,0.53,1,-7.498,1,0.29,0.0433,0.0,0.192,0.587,99.011,168046.0,1
Path,Ben Henchman,40,1mN3WJv6mDMNx0CTFWIoXY,Path,2019-12-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.828,0.677,1,-7.266,0,0.0467,0.32,0.0,0.384,0.867,119.993,148536.0,0
Numb Thing,Hunter Powell,36,3lDS9tosC3GJzZzukhxnHy,Numb Thing,2019-12-27,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.629,0.603,1,-10.903,1,0.0444,0.0132,0.000115,0.0765,0.396,119.986,252000.0,2
Tottenham Tugz,Poppy,36,0vKEXKMTEnsGGZXPgMYRed,Tottenham Tugz,2019-12-31,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.855,0.698,7,-6.987,1,0.285,0.177,0.0,0.442,0.54,138.522,209675.0,1
looking around at the sky.,SAND&SEA,38,4bsIx6IAhAoxQr8faCK4nc,looking around at the sky.,2020-01-03,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.708,0.667,2,-7.328,1,0.0587,0.512,0.0,0.137,0.525,160.004,225000.0,2
R U D Y,Houston Kendrick,34,0A2DebAI4VQrOcN6Zkk3p8,R U D Y,2019-12-27,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.573,0.406,10,-8.788,1,0.0446,0.527,0.0,0.117,0.213,161.829,183089.0,2
Twisted,Sophie Gray,36,2Uo6ffafOycjhK8zAjZ7sp,Twisted,2019-12-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.811,0.383,1,-9.621,1,0.126,0.603,1.13e-06,0.173,0.424,118.027,202840.0,1
Moved On,Redlight Blue,39,1oBiM4dk2qutNztPMVfa7b,Moved On,2019-12-16,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.491,0.673,4,-10.568,0,0.0287,0.186,0.0,0.369,0.681,88.139,167045.0,0
Fill Into Me,Anju,35,6EWGkx9X4oEUUGGXHAmI4v,Fill Into Me,2020-01-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.512,0.328,7,-11.939,1,0.0338,0.867,0.0208,0.143,0.0729,78.017,303313.0,2
Orange,Sophie Holohan,39,4nWJYumRsssAbMgzgYBFPW,Orange,2019-12-06,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.791,0.554,2,-9.998,0,0.0399,0.322,1.5e-05,0.0784,0.649,113.98,198947.0,0
Nothing but a Memory,LAIKIPIA,36,6FcxIA8CHDmeT7aTTd9D4W,Nothing but a Memory,2019-12-20,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.801,0.765,2,-5.386,1,0.0359,0.0262,0.0336,0.207,0.338,115.971,219359.0,1
As I'm Fading Into You,Blevins,34,4bAWvGyZIUi86SgpD7RknW,As I'm Fading Into You,2019-12-31,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.502,0.501,5,-9.42,1,0.0343,0.342,7.29e-06,0.115,0.685,77.571,188895.0,1
Grass is Always Greener Club,Dirty Chime,35,2YcRpZjCkyPC3p4DCZJL2E,Grass is Always Greener Club,2019-11-08,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.676,0.745,11,-6.049,0,0.0378,0.0711,0.00375,0.0869,0.613,125.973,200799.0,0
Real Eyes,Fili,38,77g3tHy63PwOI1IRxEtNMT,Real Eyes,2019-12-20,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.455,0.51,1,-10.02,1,0.0488,0.523,0.0761,0.0826,0.0368,100.145,254257.0,2
Holding Space,Luke Adamson,34,3mP7WNS7GA00kKZLyHFsDp,Holding Space,2019-11-29,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.87,0.38,4,-10.061,0,0.0511,0.0912,0.00266,0.173,0.73,120.038,201481.0,0
Did I Do Something Wrong?,Bex,36,1e5inhXMjtPWEBjQqrD3XM,Did I Do Something Wrong?,2019-12-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.445,0.28,2,-8.487,0,0.0313,0.609,0.0,0.149,0.0659,123.828,282773.0,2
buttercup,Palmertrees,37,3tJTbbFbcixjYh727PbAsZ,buttercup,2019-12-21,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.782,0.322,8,-12.371,1,0.0443,0.673,0.00014,0.0806,0.359,119.941,196000.0,1
striptease,carwash,48,1CD0z7zi1KUO9sRLC83ezo,striptease,2019-11-05,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.693,0.572,8,-8.89,1,0.0746,0.127,0.953,0.102,0.732,130.048,160659.0,3
That Night,Indyah,44,5x3wL7UTOo6bePhtsLCRhY,That Night,2019-12-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.73,0.493,7,-7.656,1,0.0419,0.201,7.11e-05,0.0562,0.374,105.036,167228.0,1
At Least I'm Moving,Tommy Strauser,34,2FaShUMb5UTKtZ4bKUQe6K,At Least I'm Moving,2019-10-25,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.622,0.616,0,-8.314,1,0.0385,0.282,0.669,0.215,0.392,92.294,249000.0,3
Lil' Tune,Sunfish,32,0wB4aZ9mS2k5HXnsKsADfv,Lil' Tune,2019-12-06,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.869,0.706,9,-6.795,0,0.0903,0.135,2.12e-05,0.0534,0.564,116.032,182825.0,0
Real World,Stereo Jane,34,1XbsDlXMN0pht5vdzoou7h,Real World,2019-11-15,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.628,0.832,6,-2.914,0,0.0514,0.0178,0.0,0.135,0.389,139.605,186857.0,0
Bad Habits,Piperline,35,4MStGOstl57hqCMlGTyiMt,Bad Habits,2019-12-16,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.463,0.468,10,-13.548,1,0.0471,0.0361,3.08e-06,0.132,0.216,90.116,194583.0,2
Dark. Black. Heart.,Austin P. McKenzie,31,3w12EvmraWP643RfYK8ItI,Nightshade,2019-12-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.36,0.221,2,-12.601,0,0.0345,0.798,3.73e-06,0.143,0.294,143.688,256895.0,2
Do Me Like A Drug,Emmanuel Franco,35,5HzJGtjLt07juxiozjWWBF,Do Me Like A Drug,2020-01-08,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.857,0.757,6,-4.739,1,0.0503,0.159,0.00765,0.0977,0.374,106.985,172710.0,1
Ambrosia,TIMIAN,34,0L8KhhMuWtZhDDbRxskbJo,Ambrosia,2019-11-14,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.38,0.333,9,-10.511,0,0.0354,0.709,0.000766,0.365,0.0377,110.298,270545.0,2
Wait for You,Innerbloom,42,6whCdJIkqofionpFnGbJFc,Wait for You,2019-11-26,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.213,0.693,5,-4.868,1,0.0492,0.615,0.000108,0.192,0.134,165.571,240000.0,2
don't give up on me,pink roses,41,3YMkIPHsxWPcGDFjzY9r3D,bedroom,2019-11-07,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.466,0.74,10,-9.027,1,0.0593,0.0357,0.00249,0.111,0.0887,177.896,272360.0,2
Lie to Me,Cam M.,33,1B7XwgwQZwJW9fSpz1DWUc,Lie to Me,2019-11-02,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.568,0.365,10,-8.463,0,0.0345,0.804,0.0,0.127,0.288,120.05,228168.0,2
Castles,Emily Lind,35,3CEoL6CyvsyrITXJttSJwg,Castles,2019-11-21,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.61,0.438,0,-6.166,1,0.0274,0.713,2.35e-05,0.111,0.141,147.94,156827.0,2
"I Think I Kinda, You Know - Instrumental",Alan Zachary,33,4GgojLZOPRu8MdUVmjNRSI,High School Musical: The Musical: The Series (Original Soundtrack),2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.83,0.349,0,-14.625,1,0.0559,0.108,0.803,0.0961,0.327,128.975,172446.0,3
bedroom window,c7oud,30,6ZUO1XoqJlh6P5wPXjU78N,bedroom window,2019-12-21,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.604,0.482,7,-11.862,1,0.0247,0.782,0.883,0.121,0.217,81.968,179250.0,3
Warrior,Oriel Poole,27,1GFn24DJrp5OFYJuMEGzJ4,Warrior,2019-12-31,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.619,0.65,6,-8.56,0,0.0489,0.102,0.000248,0.143,0.391,94.013,228511.0,0
Silver Lake Queen,Diplomacy,39,5NKHlutmaYzHzZUQN7ME2A,Silver Lake Queen,2019-10-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.736,0.826,9,-4.886,0,0.0849,0.000337,0.00744,0.0441,0.864,123.953,235484.0,0
Enough,Rayne,32,4Ogx1oQQruKKl8RxoZZ8q4,Enough,2020-01-03,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.653,0.411,7,-8.913,0,0.12,0.427,0.0,0.108,0.127,142.527,220632.0,2
Swimming In Your Feelings,HAVEN,45,2g3ezbmKmkAGTY99Gy6VQL,Swimming In Your Feelings,2019-11-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.741,0.699,9,-6.718,1,0.0746,0.305,0.0,0.3,0.728,147.127,161890.0,1
Primadonna,Nina Tribus,39,0ZW5nRDNk9uVCpOGLUPQcI,Primadonna,2019-11-22,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.776,0.461,1,-9.774,1,0.115,0.01,5.28e-05,0.408,0.717,109.977,137555.0,1
Access,Jungle Animals,31,1WvhlrOxQVkTDoYRfBZR0Y,Access,2019-10-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.599,0.55,5,-7.271,1,0.0324,0.354,5.96e-05,0.149,0.385,91.982,171853.0,2
Rain,More Ease,37,6JAyNMo202zTZ6PRGEoyP6,Rain,2019-11-29,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.814,0.382,4,-8.75,0,0.282,0.556,0.0395,0.1,0.278,79.03,186457.0,0
She Got the Moon,Berry Juice,36,5qdVlUCZMwT0Jy410IwdGA,She Got the Moon,2019-10-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.668,0.632,8,-5.879,0,0.0523,0.0728,0.00032,0.39,0.448,115.991,278533.0,0
Paper Crown,Kevin Krust,28,0EXyQR9q2OuzGyk3LFtAog,Paper Crown,2019-12-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.581,0.272,10,-8.511,0,0.0418,0.883,0.0,0.0745,0.545,144.212,202345.0,0
Shut It Down,Georgia Dutton,27,2LljWbqDYKBkOJFtvDftli,Shut It Down,2019-12-19,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.784,0.324,4,-9.001,1,0.0356,0.885,0.0,0.101,0.65,103.027,163607.0,1
Know Me,Moonlight Social,33,1AgO5LBwhfgqWnWcB3rOY5,Know Me,2019-11-22,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.813,0.683,9,-3.394,0,0.0393,0.621,1.48e-05,0.0909,0.72,108.013,210000.0,0
Talk About It,Heather Cole,34,1J4z16KZWZiv6MkVwGGTmx,Talk About It,2019-12-06,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.837,0.61,0,-6.497,1,0.146,0.304,8.3e-06,0.0785,0.842,147.086,164916.0,1
I Read U Like a Book,Simon Loof,32,5pbgjmGnSeFonusHGxIULZ,I Read U Like a Book,2019-10-24,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.774,0.58,4,-8.278,0,0.0282,0.758,4.76e-05,0.126,0.788,125.956,170539.0,0
Divine,Jay Rose,35,0Aimwt9EdyEy96eIzwF88c,Divine,2019-12-19,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.889,0.416,0,-9.546,1,0.0443,0.606,6.97e-06,0.143,0.452,115.989,167507.0,1
Closely,August Roads,32,5A8sSGSjqizCUkoqMuxLOw,Highs And Lows,2019-10-24,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.551,0.304,1,-11.5,0,0.0637,0.612,0.0,0.228,0.115,150.003,203120.0,2
Love Letters and Cigarettes,Liv Young,21,5nnoOa0V6AjSx4V0rs34UI,Love Letters and Cigarettes,2019-12-20,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.672,0.678,7,-6.759,1,0.145,0.0981,0.0,0.185,0.309,94.111,164840.0,1
Slip Knots,Waxwane,31,2xi4vVmS82Ow7ijRaPqFaA,Slip Knots,2020-01-05,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.647,0.613,5,-8.241,0,0.0441,0.0106,7.97e-05,0.648,0.27,130.042,166154.0,0
Reaching Out,Isabella Hixson,32,6ZCZmBizC5o5DL3HwS3Kkl,I Will Go and Do: 2020 Youth Album,2019-11-17,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.459,0.238,9,-8.049,1,0.034,0.89,0.0,0.0948,0.163,69.456,221986.0,2
Sinking,Tinley,26,7qFqCfNnUJ5I9vFlajwt1X,Sinking,2019-12-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.542,0.169,0,-13.416,1,0.0586,0.78,0.0,0.11,0.411,108.764,195092.0,2
When You Know,Sunny State,34,3DKCLmf5VCJl6upHYk5ViG,When You Know,2019-10-25,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.599,0.636,0,-5.944,1,0.0584,0.0762,0.0,0.295,0.531,164.078,181859.0,2
Chai Tea,audrey,21,6VEreQrml5Qn2GiyA6WE4j,Chai Tea,2019-11-23,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.806,0.353,0,-12.134,1,0.0366,0.845,0.000193,0.137,0.0391,98.024,263155.0,2
Die Young,VÂN SCOTT,40,6Uz7qwsN20RVPCkSBcoqug,Die Young,2019-11-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.679,0.507,3,-6.215,1,0.0302,0.735,0.0,0.114,0.4,128.006,236719.0,2
Close Enough,Slight Diversion,22,2ukibkYaonPU7MeTIPwtch,Close Enough - Single,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.625,0.542,11,-11.242,0,0.0656,0.172,0.373,0.104,0.346,74.467,252200.0,0
Everything,DARKMINDS,14,6wubKavILsaAFcsNQRXIwC,Everything,2019-11-14,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.885,0.862,1,-4.548,1,0.0472,0.026,0.00477,0.0947,0.709,104.971,148571.0,1
Forget you,Skyverse,18,70ysKl4k2zHmwjguU42H8J,Forget you,2019-10-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.276,0.499,1,-6.017,1,0.0315,0.842,0.311,0.194,0.0438,117.597,200000.0,2
Veiled,Swati Bhatt,28,4eimJhGjgRzMPjPt3RiW2H,Veiled,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.545,0.359,11,-11.6,0,0.0297,0.692,3.47e-06,0.114,0.32,134.87,326667.0,2
Caffeine,Funi,32,1mZZM7XUqZPw529L16Vivk,IDM EP,2019-12-06,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.535,0.866,10,-6.434,0,0.0556,0.0156,0.835,0.115,0.0359,120.016,236000.0,3
atlantis,RUFUS,37,2fUDXON1uClL94lSipdPDj,atlantis,2019-11-20,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.3,0.36,1,-9.111,1,0.0319,0.455,0.000145,0.194,0.145,180.403,160500.0,2
Break The Sky,Dust of Apollon,29,3PcPTPSUtjWdf8Aqbt576h,Break The Sky,2020-01-13,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.319,0.536,0,-5.857,1,0.0478,0.376,0.269,0.408,0.223,75.984,190120.0,2
I'm Sorry That I Love You,Peachro,20,3ZtmYa1g2ZAw6Wvxg71H09,I'm Sorry That I Love You,2019-12-11,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.712,0.16,0,-16.395,0,0.159,0.93,2.05e-05,0.0742,0.413,131.557,133704.0,0
far away from here,yaeow,21,40XB91INBVWZ5v9CwYE5Xw,far away from here,2020-01-01,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.663,0.237,10,-15.844,0,0.0506,0.892,0.304,0.0788,0.236,74.97,132800.0,3
Best Shoes,Casey Conroy,29,3O53LiypkgeTlo7Ha4c1XB,Best Shoes,2020-01-10,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.745,0.299,6,-7.64,1,0.0354,0.674,2.23e-06,0.291,0.306,94.95,218972.0,2
Whispers,Ella Renn,32,3XtLO7Wa6gDeDpOwX1YMvl,Whispers,2019-10-18,95,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.762,0.53,9,-7.163,0,0.0501,0.348,2.4e-05,0.0985,0.323,129.989,162605.0,0
Tough (feat. Noah Kahan),Quinn XCII,67,7zGPSFi3LOIC1L5Dj0oEBx,From Michigan With Love,2019-02-15,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.729,0.57,10,-7.047,1,0.0554,0.388,0.0,0.111,0.687,93.125,178133.0,1
Lost,Blake Rose,69,16A6HpMW9UMCB3GNA0Es7a,Lost,2019-02-08,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.595,0.687,4,-6.536,1,0.0486,0.216,0.0,0.107,0.508,94.73,234623.0,1
Less Than I Do,The Band CAMINO,66,3P2pfKYwZCylJXcGlwlh2w,Less Than I Do,2018-12-14,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.529,0.579,9,-6.94,1,0.0518,0.0198,3.18e-06,0.103,0.46,76.991,211694.0,2
If You're Gonna Lie,FLETCHER,66,4aGGhfTv8mJ9JAiz8dsa0L,you ruined new york city for me,2019-08-16,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.671,0.763,8,-5.877,1,0.305,0.607,2.16e-05,0.495,0.469,149.87,203113.0,1
6's to 9's (feat. Rationale),Big Wild,64,7LZAgsQQr0cm61SmUdgKlz,Superdream,2019-02-01,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.714,0.663,8,-5.799,1,0.0694,0.145,0.0,0.264,0.64,95.497,206073.0,1
Nostalgic,A R I Z O N A,69,1qnAzDoa24ZYCZDzmP74sL,ASYLUM,2019-10-11,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668.0,1
Novocaine,The Unlikely Candidates,65,2CnxyJ5Rtq0KHLTXoN9eV5,Novocaine,2019-03-22,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.652,0.833,10,-4.898,1,0.0392,0.00191,0.000536,0.122,0.231,116.043,245240.0,2
Just a Little Longer,SHY Martin,66,11BMDCeD3IO5VnE1VVTSQA,Overthinking,2018-12-07,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.85,0.551,0,-7.197,1,0.0572,0.0559,0.0,0.161,0.634,104.967,206204.0,1
Hold On (with Georgia Ku),ILLENIUM,64,60xcVwuQJAOyu11xf9mObS,ASCEND,2019-08-16,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.506,0.744,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,235263.0,2
Love Me,Felix Cartal,60,61v9VKrjIIoWWJD2tdVR4J,Love Me,2019-02-14,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.754,0.824,5,-2.453,0,0.039,0.0506,7.92e-06,0.108,0.613,116.978,194872.0,0
Halfway There,ROZES,63,5HHxrhCf9YzQZ9nCxrV5pH,Halfway There,2019-01-04,1,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.591,0.743,0,-4.245,0,0.0456,0.0435,0.000731,0.362,0.251,160.019,207920.0,2
